annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;33515336564;J168935624U;DUSSART;Guiscard;1999-12-13;M;FRANCAIS(E);35170;BRUZ;Personne sans activite professionnelle;Technicien;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;20453682353;J340286685U;LECOINTRE;Jérémie;1999-06-06;M;FRANCAIS(E);22300;PLOUBEZRE;Personne sans activite professionnelle;Person. service direct aux particuliers;S;TB;2017;22;0220023F;FELIX LE DANTEC;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;20453682353;J340286685U;LECOINTRE;Jérémie;1999-06-06;M;FRANCAIS(E);22300;PLOUBEZRE;Personne sans activite professionnelle;Person. service direct aux particuliers;S;TB;2017;22;0220023F;FELIX LE DANTEC;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;61140719083;E682089428H;LAGRANGE;Dayton;1998-08-16;M;FRANCAIS(E);29200;BREST;Technicien;Cadre administratif et commercial d'entr;TI2D;B;2016;29;0290012F;INDUSTRIEL VAUBAN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;61140719083;E682089428H;LAGRANGE;Dayton;1998-08-16;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;TI2D;B;2016;29;0290012F;INDUSTRIEL VAUBAN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;61140719083;E682089428H;LAGRANGE;Dayton;1998-08-16;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;TI2D;B;2016;29;0290012F;INDUSTRIEL VAUBAN;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;80806470316;O566135436U;ROUSSET;Rainier;1998-11-17;M;CENTRAFRICAIN(E);41000;SAINT-DENIS-SUR-LOIRE;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;31;B;2015;99;;;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;80806470316;O566135436U;ROUSSET;Rainier;1998-11-17;M;CENTRAFRICAIN(E);41000;SAINT-DENIS-SUR-LOIRE;Personne sans activite professionnelle;Personne sans activite professionnelle;31;B;2015;99;;;Q;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;14621268271;R505650247Y;MAYET;Audrey;1999-10-15;F;FRANCAIS(E);22300;TREDREZ-LOCQUEMEAU;Personne sans activite professionnelle;Contremaitre-agent de maitrise;ST2S;AB;2018;22;0221571N;KERRAOUL;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;14621268271;R505650247Y;MAYET;Audrey;1999-10-15;F;FRANCAIS(E);22300;TREDREZ-LOCQUEMEAU;Personne sans activite professionnelle;Contremaitre-agent de maitrise;ST2S;AB;2018;22;0221571N;KERRAOUL;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;78097625501;M294275312L;BLANCHON;Jimi;2000-01-12;M;FRANCAIS(E);56680;PLOUHINEC;Elève/Etudiant;Ouvriers qualifiés de type industriel;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;78097625501;M294275312L;BLANCHON;Jimi;2000-01-12;M;FRANCAIS(E);56680;PLOUHINEC;Elève/Etudiant;Ouvriers qualifiés de type industriel;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;22025186314;A531633775P;GUITTON;Gladwyn;2000-05-14;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;AB;2018;35;0350053T;BERTRAND D ARGENTRE;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;22025186314;A531633775P;GUITTON;Gladwyn;2000-05-14;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;AB;2018;35;0350053T;BERTRAND D ARGENTRE;A;Bourse de l'enseignement supérieur
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;94815148026;K765547721E;PEYRARD;Franck;2000-11-22;M;FRANCAIS(E);35310;SAINT-THURIAL;Personne sans activite professionnelle;Technicien;S;AB;2018;35;0352235P;RENE CASSIN;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;94815148026;K765547721E;PEYRARD;Franck;2000-11-22;M;FRANCAIS(E);35310;SAINT-THURIAL;Personne sans activite professionnelle;Technicien;S;AB;2018;35;0352235P;RENE CASSIN;A;
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;25159865142;J189669223H;BELLON;Xavior;2001-03-10;M;FRANCAIS(E);56100;LORIENT;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2018;56;0560026Z;COLBERT;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;25159865142;J189669223H;BELLON;Xavior;2001-03-10;M;FRANCAIS(E);56100;LORIENT;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2018;56;0560026Z;COLBERT;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;30246571378;D411751890R;LUC;Terence;1999-08-28;M;FRANCAIS(E);56130;NIVILLAC;Elève/Etudiant;Contremaitre-agent de maitrise;TI2D;B;2018;35;0350791V;PRIVE MARCEL CALLO;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;30246571378;D411751890R;LUC;Terence;1999-08-28;M;FRANCAIS(E);56130;NIVILLAC;Elève/Etudiant;Contremaitre-agent de maitrise;TI2D;B;2018;35;0350791V;PRIVE MARCEL CALLO;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;42336175594;L611814616D;BACHELET;Russell;2000-03-05;M;FRANCAIS(E);56140;SAINT-MARCEL;Elève/Etudiant;Employe de commerce;S;AB;2018;56;0560105K;PRIVE LA MENNAIS;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;42336175594;L611814616D;BACHELET;Russell;2000-03-05;M;FRANCAIS(E);56140;SAINT-MARCEL;Elève/Etudiant;Employe de commerce;S;AB;2018;56;0560105K;PRIVE LA MENNAIS;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;58315571865;Q963634745E;THIRIET;Darden;2000-12-04;M;FRANCAIS(E);29280;PLOUZANE;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2018;29;0290012F;INDUSTRIEL VAUBAN;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;58315571865;Q963634745E;THIRIET;Darden;2000-12-04;M;FRANCAIS(E);29280;PLOUZANE;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2018;29;0290012F;INDUSTRIEL VAUBAN;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;26240388211;X164732935R;COURTIN;Marly;2000-08-21;M;FRANCAIS(E);35310;BREAL-SOUS-MONTFORT;Elève/Etudiant;Profession interm sante et  trav. social;S;AB;2018;35;0350030T;PIERRE MENDES FRANCE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;26240388211;X164732935R;COURTIN;Marly;2000-08-21;M;FRANCAIS(E);35310;BREAL-SOUS-MONTFORT;Elève/Etudiant;Profession interm sante et  trav. social;S;AB;2018;35;0350030T;PIERRE MENDES FRANCE;A;Bourse enseignement supérieur définitive
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;81697021837;F233208281N;PEYRARD;Topher;2000-03-03;M;FRANCAIS(E);56240;LANVAUDAN;Elève/Etudiant;Ouvriers qualifiés de type artisanal;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;81697021837;F233208281N;PEYRARD;Topher;2000-03-03;M;FRANCAIS(E);56240;LANVAUDAN;Elève/Etudiant;Ouvriers qualifiés de type artisanal;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;78183470343;M249336885O;LECOINTE;Randall;2000-03-16;M;FRANCAIS(E);49270;OREE-D'ANJOU;Elève/Etudiant;Artisan;S;P;2018;49;0492420P;LYCEE SAINT AUBIN LA SALLE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;78183470343;M249336885O;LECOINTE;Randall;2000-03-16;M;FRANCAIS(E);49270;OREE-D'ANJOU;Elève/Etudiant;Artisan;S;P;2018;49;0492420P;LYCEE SAINT AUBIN LA SALLE;A;Bourse enseignement supérieur définitive
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;47558186344;E860629772S;CHABAUD;Lucetta;2000-08-14;F;FRANCAIS(E);85600;MONTAIGU-VENDEE;Personne sans activite professionnelle;Ouvriers qualifiés de type industriel;S;TB;2018;85;0851390Z;LEONARD DE VINCI;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;47558186344;E860629772S;CHABAUD;Lucetta;2000-08-14;F;FRANCAIS(E);85600;MONTAIGU-VENDEE;Personne sans activite professionnelle;Ouvriers qualifiés de type industriel;S;TB;2018;85;0851390Z;LEONARD DE VINCI;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;30001247453;D731889131K;DUQUENNE;Jonathan;1998-09-29;M;FRANCAIS(E);31880;LA SALVETAT-SAINT-GILLES;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;31;0312093G;INTERNATIONAL VICTOR HUGO;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;30001247453;D731889131K;DUQUENNE;Jonathan;1998-09-29;M;FRANCAIS(E);31880;LA SALVETAT-SAINT-GILLES;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;31;0312093G;INTERNATIONAL VICTOR HUGO;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;14936031419;S133432856I;GROSJEAN;Maximilien;1997-02-17;M;FRANCAIS(E);85540;SAINT-AVAUGOURD-DES-LANDES;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;85;0851401L;J.DE LATTRE DE TASSIGNY;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;14936031419;S133432856I;GROSJEAN;Maximilien;1997-02-17;M;FRANCAIS(E);85540;SAINT-AVAUGOURD-DES-LANDES;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;85;0851401L;J.DE LATTRE DE TASSIGNY;A;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;66864439578;I138510467M;LABADIE;Eliott;1998-07-25;M;FRANCAIS(E);49460;MONTREUIL-JUIGNE;Technicien;Technicien;S;AB;2016;49;0492123S;JEAN MOULIN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;66864439578;I138510467M;LABADIE;Eliott;1998-07-25;M;FRANCAIS(E);49460;MONTREUIL-JUIGNE;Personne sans activite professionnelle;Technicien;S;AB;2016;49;0492123S;JEAN MOULIN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;61457276305;K116355541I;HUGUES;Gratien;1998-04-05;M;FRANCAIS(E);49000;ANGERS;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;S;P;2016;49;0491966W;HENRI BERGSON;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;61457276305;K116355541I;HUGUES;Gratien;1998-04-05;M;FRANCAIS(E);49000;ANGERS;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;S;P;2016;49;0491966W;HENRI BERGSON;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;61457276305;K116355541I;HUGUES;Gratien;1998-04-05;M;FRANCAIS(E);49000;ANGERS;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2016;49;0491966W;HENRI BERGSON;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;48472152087;G982824096D;PRIVAT;Brice;1999-03-12;M;FRANCAIS(E);72300;AUVERS-LE-HAMON;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;P;2017;72;0720048L;COLBERT DE TORCY;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;48472152087;G982824096D;PRIVAT;Brice;1999-03-12;M;FRANCAIS(E);72300;AUVERS-LE-HAMON;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;P;2017;72;0720048L;COLBERT DE TORCY;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;48472152087;G982824096D;PRIVAT;Brice;1999-03-12;M;FRANCAIS(E);72300;AUVERS-LE-HAMON;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;P;2017;72;0720048L;COLBERT DE TORCY;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;50432205473;M795486305T;MAGNE;Major;1999-05-19;M;FRANCAIS(E);56190;MUZILLAC;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;56;0561641E;MARCELIN BERTHELOT;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;50432205473;M795486305T;MAGNE;Major;1999-05-19;M;FRANCAIS(E);56190;MUZILLAC;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;56;0561641E;MARCELIN BERTHELOT;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;67849296226;D163163712Q;BEAUDOIN;Felicity;1999-01-27;F;FRANCAIS(E);85170;LE POIRE-SUR-VIE;Technicien;Ouvrier qualifie;S;AB;2017;85;0851642Y;LYCEE ST FRANCOI D'ASSISES LA ROCHE /YON;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;67849296226;D163163712Q;BEAUDOIN;Felicity;1999-01-27;F;FRANCAIS(E);85170;LE POIRE-SUR-VIE;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;85;0851642Y;LYCEE ST FRANCOI D'ASSISES LA ROCHE /YON;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;29054227466;L437825529P;TRANCHANT;Oz;1999-07-24;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;22;0220110A;PRIVE ST CHARLES;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;29054227466;L437825529P;TRANCHANT;Oz;1999-07-24;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;22;0220110A;PRIVE ST CHARLES;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;52340731515;X808487514F;BARRY;Kipling;1996-09-02;M;FRANCAIS(E);22470;PLOUEZEC;Personne sans activite professionnelle;Artisan;S;P;2014;92;0920135X;EMMANUEL MOUNIER;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;52340731515;X808487514F;BARRY;Kipling;1996-09-02;M;FRANCAIS(E);22470;PLOUEZEC;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2014;92;0920135X;EMMANUEL MOUNIER;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;52340731515;X808487514F;BARRY;Kipling;1996-09-02;M;FRANCAIS(E);22470;PLOUEZEC;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2014;92;0920135X;EMMANUEL MOUNIER;C;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;65862445151;P671406853D;PIRIOU;Vinnie;1999-11-12;M;FRANCAIS(E);35730;PLEURTUIT;Elève/Etudiant;Chef entreprise 10 salaries ou plus;TI2D;AB;2017;35;0350042F;MAUPERTUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;65862445151;P671406853D;PIRIOU;Vinnie;1999-11-12;M;FRANCAIS(E);35730;PLEURTUIT;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2017;35;0350042F;MAUPERTUIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;86546223573;H132281581T;LEBAS;Layton;1999-12-07;M;FRANCAIS(E);35350;SAINT-COULOMB;Elève/Etudiant;Profession interm sante et  trav. social;TI2D;B;2017;35;0350042F;MAUPERTUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;86546223573;H132281581T;LEBAS;Layton;1999-12-07;M;FRANCAIS(E);35350;SAINT-COULOMB;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;B;2017;35;0350042F;MAUPERTUIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;10519776610;I577081304D;GUIBERT;Johnie;1999-06-29;M;FRANCAIS(E);22440;PLOUFRAGAN;Elève/Etudiant;Ouvrier non qualifie;TI2D;B;2017;28;0280015P;EMILE ZOLA;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;10519776610;I577081304D;GUIBERT;Johnie;1999-06-29;M;FRANCAIS(E);22440;PLOUFRAGAN;Personne sans activite professionnelle;Ouvrier non qualifie;TI2D;B;2017;28;0280015P;EMILE ZOLA;A;Bourse enseignement supérieur définitive
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;41587332413;P838276666F;MAIRE;Telesphore;1999-12-05;M;FRANCAIS(E);6650 ;LE ROURET;Elève/Etudiant;Ingenieur cadre technique d'entreprise;TI2D;B;2017;6;0060014H;JULES FERRY;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;41587332413;P838276666F;MAIRE;Telesphore;1999-12-05;M;FRANCAIS(E);6650 ;LE ROURET;Elève/Etudiant;Ingenieur cadre technique d'entreprise;TI2D;B;2017;6;0060014H;JULES FERRY;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;41587332413;P838276666F;MAIRE;Telesphore;1999-12-05;M;FRANCAIS(E);6650 ;LE ROURET;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;TI2D;B;2017;6;0060014H;JULES FERRY;A;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;26785909414;A212637481K;PEAN;Phillip;1998-09-28;M;FRANCAIS(E);35133;LECOUSSE;Technicien;Cadre de la fonction publique;S;B;2016;02B;7200009X;GIOCANTE DE CASABIANCA;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;26785909414;A212637481K;PEAN;Phillip;1998-09-28;M;FRANCAIS(E);35133;LECOUSSE;Personne sans activite professionnelle;Cadre de la fonction publique;S;B;2016;02B;7200009X;GIOCANTE DE CASABIANCA;A;
